2001-03-16, cm16MAR2001bhav.csv.zip
2001-03-19, cm19MAR2001bhav.csv.zip
2001-03-20, cm20MAR2001bhav.csv.zip
2001-03-21, cm21MAR2001bhav.csv.zip
2001-03-22, cm22MAR2001bhav.csv.zip
2001-03-23, cm23MAR2001bhav.csv.zip
2001-03-26, cm26MAR2001bhav.csv.zip
2001-03-27, cm27MAR2001bhav.csv.zip
2001-03-28, cm28MAR2001bhav.csv.zip
2001-03-29, cm29MAR2001bhav.csv.zip
2001-03-30, cm30MAR2001bhav.csv.zip
2001-04-02, cm02APR2001bhav.csv.zip
2001-04-03, cm03APR2001bhav.csv.zip
2001-04-04, cm04APR2001bhav.csv.zip
2001-04-06, cm06APR2001bhav.csv.zip
2001-04-09, cm09APR2001bhav.csv.zip
2001-04-10, cm10APR2001bhav.csv.zip
2001-04-11, cm11APR2001bhav.csv.zip
2001-04-12, cm12APR2001bhav.csv.zip
2001-04-16, cm16APR2001bhav.csv.zip
2001-04-17, cm17APR2001bhav.csv.zip
2001-04-18, cm18APR2001bhav.csv.zip
2001-04-19, cm19APR2001bhav.csv.zip
2001-04-20, cm20APR2001bhav.csv.zip
2001-04-23, cm23APR2001bhav.csv.zip
2001-04-24, cm24APR2001bhav.csv.zip
2001-04-25, cm25APR2001bhav.csv.zip
2001-04-26, cm26APR2001bhav.csv.zip
2001-04-27, cm27APR2001bhav.csv.zip
2001-04-30, cm30APR2001bhav.csv.zip
2001-05-02, cm02MAY2001bhav.csv.zip
2001-05-03, cm03MAY2001bhav.csv.zip
2001-05-04, cm04MAY2001bhav.csv.zip
2001-05-07, cm07MAY2001bhav.csv.zip
2001-05-08, cm08MAY2001bhav.csv.zip
2001-05-09, cm09MAY2001bhav.csv.zip
2001-05-10, cm10MAY2001bhav.csv.zip
2001-05-11, cm11MAY2001bhav.csv.zip
2001-05-14, cm14MAY2001bhav.csv.zip
2001-05-15, cm15MAY2001bhav.csv.zip
2001-05-16, cm16MAY2001bhav.csv.zip
2001-05-17, cm17MAY2001bhav.csv.zip
2001-05-18, cm18MAY2001bhav.csv.zip
2001-05-21, cm21MAY2001bhav.csv.zip
2001-05-22, cm22MAY2001bhav.csv.zip
2001-05-23, cm23MAY2001bhav.csv.zip
2001-05-24, cm24MAY2001bhav.csv.zip
2001-05-25, cm25MAY2001bhav.csv.zip
2001-05-28, cm28MAY2001bhav.csv.zip
2001-05-29, cm29MAY2001bhav.csv.zip
2001-05-30, cm30MAY2001bhav.csv.zip
2001-05-31, cm31MAY2001bhav.csv.zip
2001-06-01, cm01JUN2001bhav.csv.zip
2001-06-04, cm04JUN2001bhav.csv.zip
2001-06-05, cm05JUN2001bhav.csv.zip
2001-06-06, cm06JUN2001bhav.csv.zip
2001-06-07, cm07JUN2001bhav.csv.zip
2001-06-08, cm08JUN2001bhav.csv.zip
2001-06-11, cm11JUN2001bhav.csv.zip
2001-06-12, cm12JUN2001bhav.csv.zip
2001-06-13, cm13JUN2001bhav.csv.zip
2001-06-14, cm14JUN2001bhav.csv.zip
2001-06-15, cm15JUN2001bhav.csv.zip
2001-06-18, cm18JUN2001bhav.csv.zip
2001-06-19, cm19JUN2001bhav.csv.zip
2001-06-20, cm20JUN2001bhav.csv.zip
2001-06-21, cm21JUN2001bhav.csv.zip
2001-06-22, cm22JUN2001bhav.csv.zip
2001-06-25, cm25JUN2001bhav.csv.zip
2001-06-26, cm26JUN2001bhav.csv.zip
2001-06-27, cm27JUN2001bhav.csv.zip
2001-06-28, cm28JUN2001bhav.csv.zip
2001-06-29, cm29JUN2001bhav.csv.zip
2001-07-02, cm02JUL2001bhav.csv.zip
2001-07-03, cm03JUL2001bhav.csv.zip
2001-07-04, cm04JUL2001bhav.csv.zip
2001-07-05, cm05JUL2001bhav.csv.zip
2001-07-06, cm06JUL2001bhav.csv.zip
2001-07-09, cm09JUL2001bhav.csv.zip
2001-07-10, cm10JUL2001bhav.csv.zip
2001-07-11, cm11JUL2001bhav.csv.zip
2001-07-12, cm12JUL2001bhav.csv.zip
2001-07-13, cm13JUL2001bhav.csv.zip
2001-07-16, cm16JUL2001bhav.csv.zip
2001-07-17, cm17JUL2001bhav.csv.zip
2001-07-18, cm18JUL2001bhav.csv.zip
2001-07-19, cm19JUL2001bhav.csv.zip
2001-07-20, cm20JUL2001bhav.csv.zip
2001-07-23, cm23JUL2001bhav.csv.zip
2001-07-24, cm24JUL2001bhav.csv.zip
2001-07-25, cm25JUL2001bhav.csv.zip
2001-07-26, cm26JUL2001bhav.csv.zip
2001-07-27, cm27JUL2001bhav.csv.zip
2001-07-30, cm30JUL2001bhav.csv.zip
2001-07-31, cm31JUL2001bhav.csv.zip
2001-08-01, cm01AUG2001bhav.csv.zip
2001-08-02, cm02AUG2001bhav.csv.zip
2001-08-03, cm03AUG2001bhav.csv.zip
2001-08-06, cm06AUG2001bhav.csv.zip
2001-08-07, cm07AUG2001bhav.csv.zip
2001-08-08, cm08AUG2001bhav.csv.zip
2001-08-09, cm09AUG2001bhav.csv.zip
2001-08-10, cm10AUG2001bhav.csv.zip
2001-08-13, cm13AUG2001bhav.csv.zip
2001-08-14, cm14AUG2001bhav.csv.zip
2001-08-16, cm16AUG2001bhav.csv.zip
2001-08-17, cm17AUG2001bhav.csv.zip
2001-08-20, cm20AUG2001bhav.csv.zip
2001-08-21, cm21AUG2001bhav.csv.zip
2001-08-23, cm23AUG2001bhav.csv.zip
2001-08-24, cm24AUG2001bhav.csv.zip
2001-08-27, cm27AUG2001bhav.csv.zip
2001-08-28, cm28AUG2001bhav.csv.zip
2001-08-29, cm29AUG2001bhav.csv.zip
2001-08-30, cm30AUG2001bhav.csv.zip
2001-08-31, cm31AUG2001bhav.csv.zip
2001-09-03, cm03SEP2001bhav.csv.zip
2001-09-04, cm04SEP2001bhav.csv.zip
2001-09-05, cm05SEP2001bhav.csv.zip
2001-09-06, cm06SEP2001bhav.csv.zip
2001-09-07, cm07SEP2001bhav.csv.zip
2001-09-10, cm10SEP2001bhav.csv.zip
2001-09-11, cm11SEP2001bhav.csv.zip
2001-09-12, cm12SEP2001bhav.csv.zip
2001-09-13, cm13SEP2001bhav.csv.zip
2001-09-14, cm14SEP2001bhav.csv.zip
2001-09-17, cm17SEP2001bhav.csv.zip
2001-09-18, cm18SEP2001bhav.csv.zip
2001-09-19, cm19SEP2001bhav.csv.zip
2001-09-20, cm20SEP2001bhav.csv.zip
2001-09-21, cm21SEP2001bhav.csv.zip
2001-09-24, cm24SEP2001bhav.csv.zip
2001-09-25, cm25SEP2001bhav.csv.zip
2001-09-26, cm26SEP2001bhav.csv.zip
2001-09-27, cm27SEP2001bhav.csv.zip
2001-09-28, cm28SEP2001bhav.csv.zip
2001-10-01, cm01OCT2001bhav.csv.zip
2001-10-03, cm03OCT2001bhav.csv.zip
2001-10-04, cm04OCT2001bhav.csv.zip
2001-10-05, cm05OCT2001bhav.csv.zip
2001-10-08, cm08OCT2001bhav.csv.zip
2001-10-09, cm09OCT2001bhav.csv.zip
2001-10-10, cm10OCT2001bhav.csv.zip
2001-10-11, cm11OCT2001bhav.csv.zip
2001-10-12, cm12OCT2001bhav.csv.zip
2001-10-15, cm15OCT2001bhav.csv.zip
2001-10-16, cm16OCT2001bhav.csv.zip
2001-10-17, cm17OCT2001bhav.csv.zip
2001-10-18, cm18OCT2001bhav.csv.zip
2001-10-19, cm19OCT2001bhav.csv.zip
2001-10-22, cm22OCT2001bhav.csv.zip
2001-10-23, cm23OCT2001bhav.csv.zip
2001-10-24, cm24OCT2001bhav.csv.zip
2001-10-25, cm25OCT2001bhav.csv.zip
2001-10-29, cm29OCT2001bhav.csv.zip
2001-10-30, cm30OCT2001bhav.csv.zip
2001-10-31, cm31OCT2001bhav.csv.zip
2001-11-01, cm01NOV2001bhav.csv.zip
2001-11-02, cm02NOV2001bhav.csv.zip
2001-11-05, cm05NOV2001bhav.csv.zip
2001-11-06, cm06NOV2001bhav.csv.zip
2001-11-07, cm07NOV2001bhav.csv.zip
2001-11-08, cm08NOV2001bhav.csv.zip
2001-11-09, cm09NOV2001bhav.csv.zip
2001-11-12, cm12NOV2001bhav.csv.zip
2001-11-13, cm13NOV2001bhav.csv.zip
2001-11-14, cm14NOV2001bhav.csv.zip
2001-11-15, cm15NOV2001bhav.csv.zip
2001-11-19, cm19NOV2001bhav.csv.zip
2001-11-20, cm20NOV2001bhav.csv.zip
2001-11-21, cm21NOV2001bhav.csv.zip
2001-11-22, cm22NOV2001bhav.csv.zip
2001-11-23, cm23NOV2001bhav.csv.zip
2001-11-26, cm26NOV2001bhav.csv.zip
2001-11-27, cm27NOV2001bhav.csv.zip
2001-11-28, cm28NOV2001bhav.csv.zip
2001-11-29, cm29NOV2001bhav.csv.zip
2001-12-03, cm03DEC2001bhav.csv.zip
2001-12-04, cm04DEC2001bhav.csv.zip
2001-12-05, cm05DEC2001bhav.csv.zip
2001-12-06, cm06DEC2001bhav.csv.zip
2001-12-07, cm07DEC2001bhav.csv.zip
2001-12-10, cm10DEC2001bhav.csv.zip
2001-12-11, cm11DEC2001bhav.csv.zip
2001-12-12, cm12DEC2001bhav.csv.zip
2001-12-13, cm13DEC2001bhav.csv.zip
2001-12-14, cm14DEC2001bhav.csv.zip
2001-12-18, cm18DEC2001bhav.csv.zip
2001-12-19, cm19DEC2001bhav.csv.zip
2001-12-20, cm20DEC2001bhav.csv.zip
2001-12-21, cm21DEC2001bhav.csv.zip
2001-12-24, cm24DEC2001bhav.csv.zip
2001-12-26, cm26DEC2001bhav.csv.zip
2001-12-27, cm27DEC2001bhav.csv.zip
2001-12-28, cm28DEC2001bhav.csv.zip
2001-12-31, cm31DEC2001bhav.csv.zip
2002-01-01, cm01JAN2002bhav.csv.zip
2002-01-02, cm02JAN2002bhav.csv.zip
2002-01-03, cm03JAN2002bhav.csv.zip
2002-01-04, cm04JAN2002bhav.csv.zip
2002-01-07, cm07JAN2002bhav.csv.zip
2002-01-08, cm08JAN2002bhav.csv.zip
2002-01-09, cm09JAN2002bhav.csv.zip
2002-01-10, cm10JAN2002bhav.csv.zip
2002-01-11, cm11JAN2002bhav.csv.zip
2002-01-14, cm14JAN2002bhav.csv.zip
2002-01-15, cm15JAN2002bhav.csv.zip
2002-01-16, cm16JAN2002bhav.csv.zip
2002-01-17, cm17JAN2002bhav.csv.zip
2002-01-18, cm18JAN2002bhav.csv.zip
2002-01-21, cm21JAN2002bhav.csv.zip
2002-01-22, cm22JAN2002bhav.csv.zip
2002-01-23, cm23JAN2002bhav.csv.zip
2002-01-24, cm24JAN2002bhav.csv.zip
2002-01-25, cm25JAN2002bhav.csv.zip
2002-01-28, cm28JAN2002bhav.csv.zip
2002-01-29, cm29JAN2002bhav.csv.zip
2002-01-30, cm30JAN2002bhav.csv.zip
2002-01-31, cm31JAN2002bhav.csv.zip
2002-02-01, cm01FEB2002bhav.csv.zip
2002-02-04, cm04FEB2002bhav.csv.zip
2002-02-05, cm05FEB2002bhav.csv.zip
2002-02-06, cm06FEB2002bhav.csv.zip
2002-02-07, cm07FEB2002bhav.csv.zip
2002-02-08, cm08FEB2002bhav.csv.zip
2002-02-11, cm11FEB2002bhav.csv.zip
2002-02-12, cm12FEB2002bhav.csv.zip
2002-02-14, cm14FEB2002bhav.csv.zip
2002-02-15, cm15FEB2002bhav.csv.zip
2002-02-18, cm18FEB2002bhav.csv.zip
2002-02-19, cm19FEB2002bhav.csv.zip
2002-02-20, cm20FEB2002bhav.csv.zip
2002-02-21, cm21FEB2002bhav.csv.zip
2002-02-22, cm22FEB2002bhav.csv.zip
2002-02-25, cm25FEB2002bhav.csv.zip
2002-02-26, cm26FEB2002bhav.csv.zip
2002-02-27, cm27FEB2002bhav.csv.zip
2002-02-28, cm28FEB2002bhav.csv.zip
2002-03-01, cm01MAR2002bhav.csv.zip
2002-03-04, cm04MAR2002bhav.csv.zip
2002-03-05, cm05MAR2002bhav.csv.zip
2002-03-06, cm06MAR2002bhav.csv.zip
2002-03-07, cm07MAR2002bhav.csv.zip
2002-03-08, cm08MAR2002bhav.csv.zip
2002-03-11, cm11MAR2002bhav.csv.zip
2002-03-12, cm12MAR2002bhav.csv.zip
2002-03-13, cm13MAR2002bhav.csv.zip
2002-03-14, cm14MAR2002bhav.csv.zip
2002-03-15, cm15MAR2002bhav.csv.zip
2002-03-18, cm18MAR2002bhav.csv.zip
2002-03-19, cm19MAR2002bhav.csv.zip
2002-03-20, cm20MAR2002bhav.csv.zip
2002-03-21, cm21MAR2002bhav.csv.zip
2002-03-22, cm22MAR2002bhav.csv.zip
2002-03-26, cm26MAR2002bhav.csv.zip
2002-03-27, cm27MAR2002bhav.csv.zip
2002-03-28, cm28MAR2002bhav.csv.zip
2002-04-01, cm01APR2002bhav.csv.zip
2002-04-02, cm02APR2002bhav.csv.zip
2002-04-03, cm03APR2002bhav.csv.zip
2002-04-04, cm04APR2002bhav.csv.zip
2002-04-05, cm05APR2002bhav.csv.zip
2002-04-08, cm08APR2002bhav.csv.zip
2002-04-09, cm09APR2002bhav.csv.zip
2002-04-10, cm10APR2002bhav.csv.zip
2002-04-11, cm11APR2002bhav.csv.zip
2002-04-12, cm12APR2002bhav.csv.zip
2002-04-15, cm15APR2002bhav.csv.zip
2002-04-16, cm16APR2002bhav.csv.zip
2002-04-17, cm17APR2002bhav.csv.zip
2002-04-18, cm18APR2002bhav.csv.zip
2002-04-19, cm19APR2002bhav.csv.zip
2002-04-22, cm22APR2002bhav.csv.zip
2002-04-23, cm23APR2002bhav.csv.zip
2002-04-24, cm24APR2002bhav.csv.zip
2002-04-25, cm25APR2002bhav.csv.zip
2002-04-26, cm26APR2002bhav.csv.zip
2002-04-29, cm29APR2002bhav.csv.zip
2002-04-30, cm30APR2002bhav.csv.zip
2002-05-02, cm02MAY2002bhav.csv.zip
2002-05-03, cm03MAY2002bhav.csv.zip
2002-05-06, cm06MAY2002bhav.csv.zip
2002-05-07, cm07MAY2002bhav.csv.zip
2002-05-08, cm08MAY2002bhav.csv.zip
2002-05-09, cm09MAY2002bhav.csv.zip
2002-05-10, cm10MAY2002bhav.csv.zip
2002-05-13, cm13MAY2002bhav.csv.zip
2002-05-14, cm14MAY2002bhav.csv.zip
2002-05-15, cm15MAY2002bhav.csv.zip
2002-05-16, cm16MAY2002bhav.csv.zip
2002-05-17, cm17MAY2002bhav.csv.zip
2002-05-20, cm20MAY2002bhav.csv.zip
2002-05-21, cm21MAY2002bhav.csv.zip
2002-05-22, cm22MAY2002bhav.csv.zip
2002-05-23, cm23MAY2002bhav.csv.zip
2002-05-24, cm24MAY2002bhav.csv.zip
2002-05-27, cm27MAY2002bhav.csv.zip
2002-05-28, cm28MAY2002bhav.csv.zip
2002-05-29, cm29MAY2002bhav.csv.zip
2002-05-30, cm30MAY2002bhav.csv.zip
2002-05-31, cm31MAY2002bhav.csv.zip
2002-06-03, cm03JUN2002bhav.csv.zip
2002-06-04, cm04JUN2002bhav.csv.zip
2002-06-05, cm05JUN2002bhav.csv.zip
2002-06-06, cm06JUN2002bhav.csv.zip
2002-06-07, cm07JUN2002bhav.csv.zip
2002-06-10, cm10JUN2002bhav.csv.zip
2002-06-11, cm11JUN2002bhav.csv.zip
2002-06-12, cm12JUN2002bhav.csv.zip
2002-06-13, cm13JUN2002bhav.csv.zip
2002-06-14, cm14JUN2002bhav.csv.zip
2002-06-17, cm17JUN2002bhav.csv.zip
2002-06-18, cm18JUN2002bhav.csv.zip
2002-06-19, cm19JUN2002bhav.csv.zip
2002-06-20, cm20JUN2002bhav.csv.zip
2002-06-21, cm21JUN2002bhav.csv.zip
2002-06-24, cm24JUN2002bhav.csv.zip
2002-06-25, cm25JUN2002bhav.csv.zip
2002-06-26, cm26JUN2002bhav.csv.zip
2002-06-27, cm27JUN2002bhav.csv.zip
2002-06-28, cm28JUN2002bhav.csv.zip
2002-07-01, cm01JUL2002bhav.csv.zip
2002-07-02, cm02JUL2002bhav.csv.zip
2002-07-03, cm03JUL2002bhav.csv.zip
2002-07-04, cm04JUL2002bhav.csv.zip
2002-07-05, cm05JUL2002bhav.csv.zip
2002-07-08, cm08JUL2002bhav.csv.zip
2002-07-09, cm09JUL2002bhav.csv.zip
2002-07-10, cm10JUL2002bhav.csv.zip
2002-07-11, cm11JUL2002bhav.csv.zip
2002-07-12, cm12JUL2002bhav.csv.zip
2002-07-15, cm15JUL2002bhav.csv.zip
2002-07-16, cm16JUL2002bhav.csv.zip
2002-07-17, cm17JUL2002bhav.csv.zip
2002-07-18, cm18JUL2002bhav.csv.zip
2002-07-19, cm19JUL2002bhav.csv.zip
2002-07-22, cm22JUL2002bhav.csv.zip
2002-07-23, cm23JUL2002bhav.csv.zip
2002-07-24, cm24JUL2002bhav.csv.zip
2002-07-25, cm25JUL2002bhav.csv.zip
2002-07-26, cm26JUL2002bhav.csv.zip
2002-07-29, cm29JUL2002bhav.csv.zip
2002-07-30, cm30JUL2002bhav.csv.zip
2002-07-31, cm31JUL2002bhav.csv.zip
2002-08-01, cm01AUG2002bhav.csv.zip
2002-08-02, cm02AUG2002bhav.csv.zip
2002-08-05, cm05AUG2002bhav.csv.zip
2002-08-06, cm06AUG2002bhav.csv.zip
2002-08-07, cm07AUG2002bhav.csv.zip
2002-08-08, cm08AUG2002bhav.csv.zip
2002-08-09, cm09AUG2002bhav.csv.zip
2002-08-12, cm12AUG2002bhav.csv.zip
2002-08-13, cm13AUG2002bhav.csv.zip
2002-08-14, cm14AUG2002bhav.csv.zip
2002-08-16, cm16AUG2002bhav.csv.zip
2002-08-19, cm19AUG2002bhav.csv.zip
2002-08-20, cm20AUG2002bhav.csv.zip
2002-08-21, cm21AUG2002bhav.csv.zip
2002-08-22, cm22AUG2002bhav.csv.zip
2002-08-23, cm23AUG2002bhav.csv.zip
2002-08-26, cm26AUG2002bhav.csv.zip
2002-08-27, cm27AUG2002bhav.csv.zip
2002-08-28, cm28AUG2002bhav.csv.zip
2002-08-29, cm29AUG2002bhav.csv.zip
2002-08-30, cm30AUG2002bhav.csv.zip
2002-09-02, cm02SEP2002bhav.csv.zip
2002-09-03, cm03SEP2002bhav.csv.zip
2002-09-04, cm04SEP2002bhav.csv.zip
2002-09-05, cm05SEP2002bhav.csv.zip
2002-09-06, cm06SEP2002bhav.csv.zip
2002-09-09, cm09SEP2002bhav.csv.zip
2002-09-11, cm11SEP2002bhav.csv.zip
2002-09-12, cm12SEP2002bhav.csv.zip
2002-09-13, cm13SEP2002bhav.csv.zip
2002-09-16, cm16SEP2002bhav.csv.zip
2002-09-17, cm17SEP2002bhav.csv.zip
2002-09-18, cm18SEP2002bhav.csv.zip
2002-09-19, cm19SEP2002bhav.csv.zip
2002-09-20, cm20SEP2002bhav.csv.zip
2002-09-23, cm23SEP2002bhav.csv.zip
2002-09-24, cm24SEP2002bhav.csv.zip
2002-09-25, cm25SEP2002bhav.csv.zip
2002-09-26, cm26SEP2002bhav.csv.zip
2002-09-27, cm27SEP2002bhav.csv.zip
2002-09-30, cm30SEP2002bhav.csv.zip
2002-10-01, cm01OCT2002bhav.csv.zip
2002-10-03, cm03OCT2002bhav.csv.zip
2002-10-04, cm04OCT2002bhav.csv.zip
2002-10-07, cm07OCT2002bhav.csv.zip
2002-10-08, cm08OCT2002bhav.csv.zip
2002-10-09, cm09OCT2002bhav.csv.zip
2002-10-10, cm10OCT2002bhav.csv.zip
2002-10-11, cm11OCT2002bhav.csv.zip
2002-10-14, cm14OCT2002bhav.csv.zip
2002-10-16, cm16OCT2002bhav.csv.zip
2002-10-17, cm17OCT2002bhav.csv.zip
2002-10-18, cm18OCT2002bhav.csv.zip
2002-10-21, cm21OCT2002bhav.csv.zip
2002-10-22, cm22OCT2002bhav.csv.zip
2002-10-23, cm23OCT2002bhav.csv.zip
2002-10-24, cm24OCT2002bhav.csv.zip
2002-10-25, cm25OCT2002bhav.csv.zip
2002-10-28, cm28OCT2002bhav.csv.zip
2002-10-29, cm29OCT2002bhav.csv.zip
2002-10-30, cm30OCT2002bhav.csv.zip
2002-10-31, cm31OCT2002bhav.csv.zip
2002-11-01, cm01NOV2002bhav.csv.zip
2002-11-04, cm04NOV2002bhav.csv.zip
2002-11-05, cm05NOV2002bhav.csv.zip
2002-11-07, cm07NOV2002bhav.csv.zip
2002-11-08, cm08NOV2002bhav.csv.zip
2002-11-11, cm11NOV2002bhav.csv.zip
2002-11-12, cm12NOV2002bhav.csv.zip
2002-11-13, cm13NOV2002bhav.csv.zip
2002-11-14, cm14NOV2002bhav.csv.zip
2002-11-15, cm15NOV2002bhav.csv.zip
2002-11-18, cm18NOV2002bhav.csv.zip
2002-11-20, cm20NOV2002bhav.csv.zip
2002-11-21, cm21NOV2002bhav.csv.zip
2002-11-22, cm22NOV2002bhav.csv.zip
2002-11-25, cm25NOV2002bhav.csv.zip
2002-11-26, cm26NOV2002bhav.csv.zip
2002-11-27, cm27NOV2002bhav.csv.zip
2002-11-28, cm28NOV2002bhav.csv.zip
2002-11-29, cm29NOV2002bhav.csv.zip
2002-12-02, cm02DEC2002bhav.csv.zip
2002-12-03, cm03DEC2002bhav.csv.zip
2002-12-04, cm04DEC2002bhav.csv.zip
2002-12-05, cm05DEC2002bhav.csv.zip
2002-12-06, cm06DEC2002bhav.csv.zip
2002-12-09, cm09DEC2002bhav.csv.zip
2002-12-10, cm10DEC2002bhav.csv.zip
2002-12-11, cm11DEC2002bhav.csv.zip
2002-12-12, cm12DEC2002bhav.csv.zip
2002-12-13, cm13DEC2002bhav.csv.zip
2002-12-16, cm16DEC2002bhav.csv.zip
2002-12-17, cm17DEC2002bhav.csv.zip
2002-12-18, cm18DEC2002bhav.csv.zip
2002-12-19, cm19DEC2002bhav.csv.zip
2002-12-20, cm20DEC2002bhav.csv.zip
2002-12-23, cm23DEC2002bhav.csv.zip
2002-12-24, cm24DEC2002bhav.csv.zip
2002-12-26, cm26DEC2002bhav.csv.zip
2002-12-27, cm27DEC2002bhav.csv.zip
2002-12-30, cm30DEC2002bhav.csv.zip
2002-12-31, cm31DEC2002bhav.csv.zip
2003-01-01, cm01JAN2003bhav.csv.zip
2003-01-02, cm02JAN2003bhav.csv.zip
2003-01-03, cm03JAN2003bhav.csv.zip
2003-01-06, cm06JAN2003bhav.csv.zip
2003-01-07, cm07JAN2003bhav.csv.zip
2003-01-08, cm08JAN2003bhav.csv.zip
2003-01-09, cm09JAN2003bhav.csv.zip
2003-01-10, cm10JAN2003bhav.csv.zip
2003-01-13, cm13JAN2003bhav.csv.zip
2003-01-14, cm14JAN2003bhav.csv.zip
2003-01-15, cm15JAN2003bhav.csv.zip
2003-01-16, cm16JAN2003bhav.csv.zip
2003-01-17, cm17JAN2003bhav.csv.zip
2003-01-20, cm20JAN2003bhav.csv.zip
2003-01-21, cm21JAN2003bhav.csv.zip
2003-01-22, cm22JAN2003bhav.csv.zip
2003-01-23, cm23JAN2003bhav.csv.zip
2003-01-24, cm24JAN2003bhav.csv.zip
2003-01-27, cm27JAN2003bhav.csv.zip
2003-01-28, cm28JAN2003bhav.csv.zip
2003-01-29, cm29JAN2003bhav.csv.zip
2003-01-30, cm30JAN2003bhav.csv.zip
2003-01-31, cm31JAN2003bhav.csv.zip
2003-02-03, cm03FEB2003bhav.csv.zip
2003-02-04, cm04FEB2003bhav.csv.zip
2003-02-05, cm05FEB2003bhav.csv.zip
2003-02-06, cm06FEB2003bhav.csv.zip
2003-02-07, cm07FEB2003bhav.csv.zip
2003-02-10, cm10FEB2003bhav.csv.zip
2003-02-11, cm11FEB2003bhav.csv.zip
2003-02-12, cm12FEB2003bhav.csv.zip
2003-02-14, cm14FEB2003bhav.csv.zip
2003-02-17, cm17FEB2003bhav.csv.zip
2003-02-18, cm18FEB2003bhav.csv.zip
2003-02-19, cm19FEB2003bhav.csv.zip
2003-02-20, cm20FEB2003bhav.csv.zip
2003-02-21, cm21FEB2003bhav.csv.zip
2003-02-24, cm24FEB2003bhav.csv.zip
2003-02-25, cm25FEB2003bhav.csv.zip
2003-02-26, cm26FEB2003bhav.csv.zip
2003-02-27, cm27FEB2003bhav.csv.zip
2003-02-28, cm28FEB2003bhav.csv.zip
2003-03-03, cm03MAR2003bhav.csv.zip
2003-03-04, cm04MAR2003bhav.csv.zip
2003-03-05, cm05MAR2003bhav.csv.zip
2003-03-06, cm06MAR2003bhav.csv.zip
2003-03-07, cm07MAR2003bhav.csv.zip
2003-03-10, cm10MAR2003bhav.csv.zip
2003-03-11, cm11MAR2003bhav.csv.zip
2003-03-12, cm12MAR2003bhav.csv.zip
2003-03-13, cm13MAR2003bhav.csv.zip
2003-03-17, cm17MAR2003bhav.csv.zip
2003-03-19, cm19MAR2003bhav.csv.zip
2003-03-20, cm20MAR2003bhav.csv.zip
2003-03-21, cm21MAR2003bhav.csv.zip
2003-03-24, cm24MAR2003bhav.csv.zip
2003-03-25, cm25MAR2003bhav.csv.zip
2003-03-26, cm26MAR2003bhav.csv.zip
2003-03-27, cm27MAR2003bhav.csv.zip
2003-03-28, cm28MAR2003bhav.csv.zip
2003-03-31, cm31MAR2003bhav.csv.zip
2003-04-01, cm01APR2003bhav.csv.zip
2003-04-02, cm02APR2003bhav.csv.zip
